animation_id,component_type,framework,animation_type,viewport_trigger,scroll_linked,hover_trigger,click_trigger,drag_trigger,focus_trigger,mount_trigger,stagger_support,interruptible,reversible,composable,looping,gpu_accelerated,layout_shift_risk,scroll_coupling_risk,motion_stacking_risk,mobile_safe,accessibility_safe,reduced_motion_fallback,requires_layout_measurement,line_count,has_default_export,motion_intents,section_archetypes
llaxmi__tilt_card,ui,none,interactive,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,21,false,"tilt",""
ln_dev7__breadcrumb,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,101,true,"entrance",""
ln_dev7__feedback_slider,animation,framer-motion,entrance,false,false,false,true,false,false,false,false,true,false,false,false,true,medium,low,low,true,true,false,false,212,true,"slide;rotate;bounce;spring","TESTIMONIALS"
ln_dev7__floating_button,animation,framer-motion,continuous,false,false,false,true,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,66,true,"float;slide;rotate;blur;bounce;spring",""
ln_dev7__follower_counter,animation,framer-motion,exit,false,false,false,true,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,225,true,"exit;slide;rotate;count","STATS"
ln_dev7__help_button,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,118,true,"entrance","FAQ"
ln_dev7__indevui_collapsible,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,24,false,"entrance",""
ln_dev7__indevui_context_menu,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,208,true,"entrance","NAV"
ln_dev7__issue_grid,hybrid,framer-motion,entrance,false,false,false,false,false,false,true,false,true,false,false,false,true,medium,low,low,true,true,false,false,200,true,"entrance","GALLERY"
ln_dev7__member_list,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,false,true,false,false,920,true,"entrance","TEAM"
ln_dev7__post_scheduler,animation,framer-motion,exit,false,false,false,true,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,110,true,"exit","BLOG-PREVIEW"
ln_dev7__priority_selector,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,194,true,"entrance",""
ln_dev7__social_links,animation,framer-motion,exit,false,false,true,true,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,94,true,"exit;rotate;blur",""
ln_dev7__spend_migrator,hybrid,framer-motion,exit,false,false,false,true,false,false,false,false,true,true,false,false,true,medium,low,low,true,true,false,false,224,true,"exit",""
ln_dev7__status_selector,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,256,true,"entrance","STATS"
ln_dev7__visualize_booking,hybrid,framer-motion,exit,false,false,true,true,false,false,false,false,true,false,false,false,true,medium,low,low,true,true,false,false,471,true,"exit;slide",""
lovesickfromthe6ix__interactive_map,ui,none,effect,false,false,false,false,false,false,true,false,false,true,false,false,false,medium,low,low,true,true,false,false,393,false,"glow","MAP"
lovesickfromthe6ix__loading_animation_1,animation,none,loading,false,false,false,false,false,false,true,true,true,false,false,false,true,low,low,low,true,true,false,false,82,true,"loading",""
lovesickfromthe6ix__music_reactive_hero_section,ui,none,entrance,false,false,false,true,false,false,true,true,true,true,false,false,true,medium,low,low,false,true,false,false,552,false,"entrance","HERO"
lovesickfromthe6ix__sign_in_flo,ui,none,exit,false,false,true,true,false,true,true,false,true,true,false,false,true,medium,low,low,false,true,false,true,349,false,"exit;slide",""
lovesickfromthe6ix__volumetric_beams,ui,three.js,effect,false,false,false,false,false,false,true,true,false,false,false,false,true,low,low,low,false,true,false,false,425,true,"slide;glow;beam","STATS"
lukacho__copy_to_clipboard,animation,none,entrance,false,false,false,true,false,false,false,false,false,false,true,false,true,low,low,low,true,true,false,false,97,false,"entrance",""
lukacho__figma_cursor,animation,framer-motion,interactive,false,false,false,false,false,false,true,false,true,false,false,true,true,low,low,low,true,false,false,false,50,false,"slide;cursor_follow;emphasis",""
lukacho__marquee,animation,none,continuous,false,false,false,false,false,false,true,false,false,false,true,false,false,low,low,low,true,true,false,false,42,false,"marquee",""
lyanchouss__hero_minimalism,ui,css,entrance,false,false,false,true,false,false,true,false,false,false,false,false,true,medium,low,low,true,true,false,false,334,true,"slide","HERO"
lyanchouss__pricing_cards,ui,css,entrance,false,false,false,false,false,false,true,true,false,false,false,false,true,medium,low,low,false,true,false,true,277,false,"slide","PRICING"
m_kumailalirajpoot__core_spin_loader,ui,none,loading,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,105,false,"pin;loading;emphasis",""
m_kumailalirajpoot__neo_minimal_footer,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,100,false,"emphasis","FOOTER"
m_kumailalirajpoot__neon_matrix_loader,animation,css,loading,false,false,false,false,false,false,false,true,false,false,false,false,true,low,low,low,true,true,false,false,95,false,"flip;loading;emphasis",""
m_kumailalirajpoot__prism_flux_loader,ui,none,loading,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,93,false,"flip;loading",""
m_kumailalirajpoot__secure_message_gateway,ui,none,entrance,false,false,false,false,false,false,false,false,false,false,false,false,true,low,low,low,true,true,false,false,140,true,"emphasis","CONTACT"
m_umairwaheedansari__dark_mode_toggle,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,18,true,"entrance",""
m_umairwaheedansari__tags_select,animation,framer-motion,exit,false,false,false,true,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,92,true,"exit;blur;bounce",""
m_umairwaheedansari__toast_buttons,animation,framer-motion,exit,false,false,false,true,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,141,true,"exit;slide;bounce",""
m_umairwaheedansari__tunnel_hero,ui,three.js,entrance,false,false,false,false,false,false,true,false,false,false,false,true,true,medium,low,low,false,false,false,true,344,true,"slide;emphasis","HERO"
manikandanbalakrishnan3__animated_sign_in,ui,none,entrance,false,false,false,true,false,true,true,false,true,true,false,false,false,low,low,low,true,true,false,false,281,true,"slide",""
maxim_bort_devel__fancy_card,ui,css,exit,false,false,true,false,false,false,true,true,false,false,false,false,true,medium,low,low,false,true,false,false,662,false,"exit;slide;blur",""
maxim_bort_devel__fishy_button,animation,css,effect,false,false,false,true,false,false,false,false,false,false,false,false,true,medium,low,low,true,true,false,false,320,false,"slide;glow",""
maxim_bort_devel__metamorphic_loader,animation,css,loading,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,94,false,"loading",""
maxim_bort_devel__radio_group,ui,none,exit,false,false,true,true,false,false,false,false,false,true,false,false,false,medium,low,low,true,true,false,false,173,false,"exit;slide",""
mdadul__footer,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,false,low,low,low,true,true,false,false,18,false,"entrance","FOOTER"
mdafsarx__tech_curosr,ui,none,entrance,false,false,false,false,false,false,true,false,true,false,false,false,false,low,low,low,true,true,false,false,143,true,"slide",""
meschacirung__call_to_action,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,34,true,"entrance","CTA"
meschacirung__faq,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,46,true,"entrance","FAQ"
meschacirung__features_1,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,80,false,"entrance","FEATURES"
meschacirung__features_6,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,55,false,"entrance","FEATURES"
meschacirung__features_7,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,59,false,"flip","FEATURES"
meschacirung__hero_section_5,animation,framer-motion,entrance,false,false,false,false,false,false,true,false,true,false,false,false,false,medium,low,low,true,true,false,false,63,false,"blur","HERO"
mikolajdobrucki__hero_section,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,65,false,"entrance","HERO"
minhxthanh__3d_box_loader_animation,animation,css,loading,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,true,true,false,false,173,true,"flip;slide;loading",""
minhxthanh__404_page_not_found,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,53,false,"entrance",""
minhxthanh__animated_shader_background,ui,three.js,entrance,false,false,false,false,false,false,true,true,true,false,false,false,false,low,low,low,false,true,false,false,124,true,"entrance",""
minhxthanh__animated_web3_landing_page,ui,css,entrance,false,false,false,false,false,false,true,true,false,false,false,false,true,medium,low,low,true,true,false,false,176,false,"entrance","HERO"
minhxthanh__black_hole_vortex_animation,animation,framer-motion,entrance,false,false,false,false,false,false,false,true,true,false,false,false,true,medium,low,low,true,true,false,false,144,false,"bounce;spring",""
minhxthanh__bubble_text,ui,none,exit,false,false,true,false,false,false,false,false,false,false,false,false,false,low,low,low,true,true,false,false,52,false,"exit",""
minhxthanh__dance_text_animation,animation,css,entrance,false,false,false,false,false,false,false,false,false,false,false,false,true,medium,low,low,true,true,false,false,95,true,"slide",""
minhxthanh__drag_cards,ui,none,interactive,false,false,true,false,false,false,true,false,false,false,false,false,true,medium,low,low,false,true,false,true,243,false,"slide;drag",""
minhxthanh__image_comparison_slider,ui,none,exit,false,false,true,false,false,false,true,false,false,false,false,false,false,medium,low,low,false,true,false,true,95,false,"exit;slide","COMPARISON"
minhxthanh__lightning_text,ui,none,entrance,false,false,false,true,false,false,true,true,false,false,false,true,false,low,low,medium,true,false,false,false,306,true,"slide",""
minhxthanh__login_form,ui,none,entrance,false,false,false,false,false,false,true,true,false,false,false,false,true,medium,low,low,false,true,false,true,284,false,"reveal;exit;slide","CONTACT"
minhxthanh__mouse_responsive_background,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,51,true,"entrance",""
minhxthanh__moving_dot_card,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,40,true,"entrance",""
minhxthanh__page_not_found,ui,none,entrance,false,false,false,true,false,false,true,false,true,false,false,false,true,medium,low,low,true,true,false,false,350,true,"slide",""
minhxthanh__parallax_scrolling_effect,ui,none,scroll,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,false,true,false,true,145,true,"parallax;blur;glow",""
minhxthanh__slide_tabs,animation,framer-motion,exit,false,false,true,true,false,false,true,false,true,false,true,false,true,medium,low,low,false,true,false,true,96,false,"exit;slide",""
minhxthanh__sticky_scroll_cards_section,ui,none,entrance,true,false,false,false,false,false,false,false,false,false,false,false,true,medium,low,low,true,true,false,false,138,false,"reveal",""
minhxthanh__terminal_control_section_animated,hybrid,framer-motion,entrance,false,false,false,true,false,false,false,true,true,true,false,false,true,low,low,low,false,true,false,false,281,false,"exit;bounce;stagger",""
minhxthanh__text_explode,animation,framer-motion,hover,false,false,true,false,false,false,true,false,true,false,false,true,true,low,low,low,true,false,false,false,173,true,"slide;rotate;bounce",""
minhxthanh__triangles_falling,animation,css,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,true,true,false,false,81,true,"reveal",""
minhxthanh__weave_spinner,animation,css,loading,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,true,true,false,false,177,false,"flip;slide;glow;pin;loading",""
misbahansar__expand_cards,ui,none,hover,false,false,true,false,false,false,false,false,false,false,false,false,false,medium,low,low,true,true,false,false,57,true,"slide;collapse;expand",""
moazamtrade__3d_gallery_photography,ui,three.js,exit,false,false,false,false,false,false,true,true,false,false,false,false,true,low,low,low,false,true,false,false,569,true,"exit;slide","GALLERY"
moazamtrade__ai_models_preview,animation,framer-motion,exit,false,false,true,true,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,151,false,"exit;scale;bounce;spring;attention","TESTIMONIALS"
moazamtrade__background_shades,animation,framer-motion,entrance,false,false,false,false,false,false,true,false,true,false,false,true,true,medium,low,low,true,false,false,false,37,true,"rotate;blur;emphasis",""
moazamtrade__hero_dithering_card,ui,none,exit,false,false,true,false,false,false,false,false,false,false,false,false,true,low,low,low,true,true,false,false,65,false,"exit","HERO"
moazamtrade__hero_section_with_smooth_bg_shader,ui,none,entrance,false,false,false,true,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,108,false,"entrance","HERO"
moazamtrade__portfolio_hero_with_paper_shaders,ui,none,entrance,false,false,false,true,false,false,false,false,false,true,false,false,false,medium,low,low,true,true,false,false,97,true,"entrance","HERO;GALLERY"
moazamtrade__sleek_hero_with_orb,hybrid,framer-motion,entrance,false,false,true,true,false,false,true,true,true,true,false,false,true,medium,low,low,false,true,false,true,494,true,"exit;scale;slide;stagger;attention","HERO"
moazamtrade__wireframe_dotted_globe,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,315,true,"entrance",""
molecule_lab_rushil__dialog,hybrid,framer-motion,exit,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,251,false,"exit;flip;blur;bounce;spring",""
molecule_lab_rushil__discussion,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,true,false,true,low,low,low,true,true,false,false,99,false,"entrance",""
molecule_lab_rushil__not_found,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,96,false,"entrance",""
molecule_lab_rushil__word_rotate,animation,framer-motion,entrance,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,58,false,"exit;rotate;reveal",""
montekkundan__knot_animation,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,180,false,"slide",""
moumensoliman__avatar_with_name,animation,framer-motion,exit,false,false,true,true,false,false,false,false,true,false,false,false,true,medium,low,low,true,true,false,false,165,false,"exit;scale;slide;blur;bounce;spring;attention",""
muhammad_binsalman__boxy_app_icons,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,false,true,false,false,541,true,"entrance",""
muhammad_binsalman__ethereal_beams_hero,ui,three.js,effect,false,false,false,false,false,false,true,false,false,false,false,true,true,medium,low,low,false,false,false,false,591,true,"slide;glow;beam","HERO"
muhammad_binsalman__glowing_ai_chat_assistant,ui,css,exit,false,false,true,true,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,273,false,"exit;glow;emphasis",""
muhammad_binsalman__laser_focus_crypto_hero_section,ui,three.js,entrance,true,false,false,false,false,false,false,true,true,false,false,false,true,medium,low,low,false,true,false,true,888,true,"reveal;exit;slide","HERO"
muhammad_binsalman__magic_keyboard_component,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,112,true,"entrance",""
muhammad_binsalman__vertical_volume_slider_with_mute_toggle,ui,none,effect,false,false,false,true,false,false,false,false,false,true,false,false,false,medium,low,low,true,true,false,false,113,true,"slide;glow",""
n38693842__hero_section_1,hybrid,framer-motion,exit,false,false,true,true,false,false,true,false,true,true,false,true,true,low,low,low,true,false,false,false,199,false,"exit;bounce;spring;attention;emphasis","HERO"
n38693842__mac_os_dock,animation,framer-motion,exit,false,false,true,true,false,false,false,false,true,true,false,false,true,low,low,low,true,true,false,false,226,false,"exit;scale;slide;rotate;bounce;spring;attention",""
n38693842__quiz_section,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,true,medium,low,low,true,true,false,false,428,false,"slide;emphasis",""
namanbansal580__crypto_market_chart,ui,css,exit,false,false,true,true,false,false,true,false,false,false,false,false,true,medium,low,low,false,true,false,true,862,true,"exit;slide;emphasis",""
nayan_radadiya6__pricing_card_triple,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,false,low,low,low,true,true,false,false,296,true,"entrance","PRICING"
nayan_radadiya6__timeline_rail,ui,none,entrance,false,false,false,true,false,false,false,false,false,true,false,false,false,medium,low,low,true,true,false,false,202,true,"slide","HOW-IT-WORKS"
ncdai__wheel_picker,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,46,false,"entrance",""
nevsky118__not_found,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,53,false,"entrance",""
nextjsshop__animated_arrow_button,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,43,false,"entrance",""
nextjsshop__file_upload,hybrid,framer-motion,hover,false,false,true,true,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,209,false,"slide;bounce;spring;attention",""
nextjsshop__icon_accordion,animation,framer-motion,exit,false,false,false,true,false,false,false,false,true,true,false,false,true,medium,low,low,true,true,false,false,121,false,"exit;slide;rotate;collapse;expand","FAQ"
nextjsshop__step_breadcrumb,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,104,false,"entrance","HOW-IT-WORKS"
nparashar150__api_playground,ui,none,entrance,false,false,false,true,false,false,true,false,false,false,false,false,false,low,low,low,false,true,false,false,692,false,"entrance",""
nyxbui__timeline,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,209,false,"entrance","HOW-IT-WORKS"
oeneco__dynamic_frame_layout,animation,framer-motion,exit,false,false,true,false,false,false,true,false,true,false,false,true,false,medium,low,low,true,false,false,false,243,false,"exit;slide",""
oldkong88__glass_time_card,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,67,false,"entrance",""
oldkong88__timestamp,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,29,false,"entrance",""
omrohilla6__cinematic_theme_switcher,animation,framer-motion,effect,false,false,false,true,false,false,true,true,true,true,false,false,true,medium,low,low,true,true,false,false,305,true,"slide;glow;bounce;spring",""
originui__compact_pagination,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,53,false,"entrance",""
originui__input,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,26,false,"entrance",""
originui__radio_group,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,46,false,"entrance",""
originui__simple_pagination,ui,none,entrance,false,false,false,false,false,false,true,false,false,true,false,false,false,low,low,low,true,true,false,false,100,false,"entrance",""
originui__table,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,96,false,"entrance",""
osiris_balonga__date_wheel_picker,hybrid,framer-motion,interactive,false,false,false,true,false,false,true,false,true,false,false,false,true,medium,low,low,true,true,false,false,480,false,"flip;slide;bounce;spring;drag",""
osmosupply__looping_words_with_gsap,animation,gsap,scroll,false,false,false,false,false,false,true,false,true,false,false,true,false,medium,low,low,false,false,false,true,130,false,"pin",""
ozantekin__avatar_group_with_tooltip,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,57,false,"entrance",""
ozantekin__heart_button,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,57,false,"entrance",""
paceui__draw_line_text,animation,gsap,entrance,false,false,false,false,false,false,true,true,false,false,false,false,false,medium,low,low,false,true,false,true,107,false,"entrance",""
paceui__flip_reveal,animation,gsap,exit,false,false,false,false,false,false,true,true,false,false,false,false,true,low,low,low,true,true,false,false,73,false,"exit;flip",""
paceui__liquid_glass,animation,gsap,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,false,true,false,true,100,false,"blur",""
patrick_thomas_dunn1988__bloodline,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,false,low,low,low,true,true,false,false,18,false,"entrance",""
patrick_thomas_dunn1988__cursor,ui,none,exit,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,253,false,"exit;slide;magnetic;cursor_follow",""
patrick_thomas_dunn1988__tidal_cursor,ui,none,interactive,false,false,false,false,false,false,true,false,true,false,false,false,false,low,low,low,true,true,false,false,86,false,"slide;cursor_follow",""
prebuiltui__footer_1,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,24,true,"entrance","FOOTER"
prebuiltui__hero_section,ui,none,entrance,false,false,false,true,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,143,true,"entrance","HERO"
prebuiltui__image_gallery,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,52,true,"entrance","GALLERY"
prebuiltui__testimonial,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,50,true,"entrance","TESTIMONIALS"
prebuiltui__toggle_switch,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,21,true,"entrance",""
preetsuthar17__ai_thinking_block,ui,css,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,false,true,false,true,188,true,"entrance",""
preetsuthar17__basic_data_table,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,true,medium,low,low,true,true,false,false,394,false,"slide;emphasis",""
preetsuthar17__breadcrumb,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,196,false,"entrance",""
preetsuthar17__card_1,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,116,false,"entrance",""
preetsuthar17__checkout_block,ui,none,entrance,false,false,false,true,false,false,true,false,false,false,false,false,false,low,low,low,false,true,false,false,1170,true,"slide",""
preetsuthar17__command_menu,hybrid,framer-motion,exit,false,false,true,true,false,false,true,false,true,false,false,false,true,medium,low,low,true,true,false,false,498,false,"exit;slide","NAV"
preetsuthar17__draggable_list,animation,framer-motion,exit,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,106,false,"exit;drag",""
preetsuthar17__faq_block,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,false,low,low,low,true,true,false,false,225,true,"entrance","FAQ"
preetsuthar17__infinite_text_marquee,animation,framer-motion,exit,false,false,true,false,false,false,true,false,true,false,false,true,true,medium,low,low,true,false,false,false,107,false,"exit;slide;marquee;emphasis",""
preetsuthar17__input,ui,none,entrance,false,false,false,true,false,false,false,false,false,true,false,false,true,low,low,low,true,true,false,false,195,false,"entrance",""
preetsuthar17__loader,ui,none,loading,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,77,false,"loading",""
preetsuthar17__messaging_conversation,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,343,true,"entrance",""
preetsuthar17__navbar_1,animation,framer-motion,exit,false,false,true,true,false,false,false,true,true,true,false,false,true,low,low,low,true,true,false,false,134,false,"exit;scale;slide;rotate;bounce;spring;attention","NAV"
preetsuthar17__particles,ui,none,interactive,false,false,true,false,false,false,true,false,true,false,false,false,true,medium,low,low,false,true,false,true,266,false,"slide;magnetic","BLOG-PREVIEW"
preetsuthar17__progress,animation,framer-motion,scroll,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,225,false,"slide;progress",""
preetsuthar17__responsive_masonry_layout,animation,none,entrance,false,false,false,false,false,false,true,false,false,false,true,false,false,low,low,low,true,true,false,false,34,false,"entrance",""
preetsuthar17__scroll_area,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,true,true,false,false,119,false,"reveal",""
preetsuthar17__selector_chips,animation,framer-motion,exit,false,false,false,true,false,false,false,false,true,true,false,false,true,medium,low,low,true,true,false,false,105,false,"exit;bounce;spring",""
preetsuthar17__sidebar,animation,framer-motion,exit,false,false,false,true,false,false,false,false,true,true,false,false,true,medium,low,low,true,true,false,false,311,false,"exit;slide","NAV"
preetsuthar17__skeleton,ui,none,loading,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,216,false,"skeleton;emphasis",""
preetsuthar17__slider,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,248,false,"slide",""
preetsuthar17__spotlight_card,animation,none,exit,false,false,true,false,false,true,false,false,false,false,true,false,true,medium,low,low,false,true,false,true,64,false,"exit;slide;spotlight",""
preetsuthar17__switch,animation,framer-motion,layout,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,147,false,"bounce;spring",""
preetsuthar17__textarea,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,true,low,low,low,true,true,false,false,153,false,"entrance",""
preetsuthar17__timeline,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,false,low,low,low,false,true,false,false,680,false,"slide;emphasis","HOW-IT-WORKS"
preetsuthar17__toolbar,hybrid,framer-motion,exit,false,false,true,true,false,false,false,false,true,true,false,false,true,low,low,low,true,true,false,false,222,false,"exit;bounce;spring",""
preetsuthar17__user_feedback_block,ui,none,entrance,false,false,false,true,false,false,false,false,false,false,false,false,true,low,low,low,true,true,false,false,153,true,"entrance","TESTIMONIALS"
radu__colorful_bento_grid,ui,none,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,77,false,"entrance","GALLERY"
radu__pricing_slider_loops,ui,none,effect,false,false,false,false,false,false,true,false,false,false,false,true,false,medium,low,low,true,false,false,false,130,false,"slide;glow","PRICING"
rafa_porto__publish_button,ui,none,exit,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,163,false,"exit",""
rahil1202__scroll_hero_section,ui,css,entrance,false,false,false,false,false,false,true,false,false,false,false,false,true,medium,low,low,true,true,false,false,296,false,"slide","HERO"
ravikatiyar162__3d_radio_group,ui,none,effect,false,false,false,false,false,false,true,false,false,false,false,false,false,medium,low,low,true,true,false,false,129,true,"slide;blur;glow",""
ravikatiyar162__advanced_ai_chat_input,hybrid,framer-motion,exit,false,false,false,true,false,false,true,false,true,false,false,false,true,medium,low,low,true,true,false,false,146,false,"exit",""
ravikatiyar162__animated_feature_card,animation,framer-motion,entrance,true,false,true,false,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,81,false,"reveal;scale;bounce","FEATURES"
ravikatiyar162__animated_hero_section_1,animation,framer-motion,entrance,false,false,false,true,false,false,false,true,true,false,false,false,true,low,low,low,true,true,false,false,148,false,"stagger","HERO"
ravikatiyar162__animated_hero_section_2,animation,framer-motion,exit,false,false,false,false,false,false,true,false,true,false,false,false,true,low,low,low,true,true,false,false,114,false,"exit;slide","HERO"
ravikatiyar162__author_form_card,hybrid,framer-motion,entrance,false,false,false,true,false,false,false,true,true,false,false,false,true,low,low,low,true,true,false,false,150,false,"reveal;bounce;stagger","CONTACT"
ravikatiyar162__card_17,animation,framer-motion,exit,false,false,true,false,false,false,false,false,true,false,false,false,true,medium,low,low,false,true,false,true,109,false,"exit;flip",""
ravikatiyar162__card_21,ui,none,effect,false,false,false,false,false,false,true,false,false,false,false,false,true,low,low,low,true,true,false,false,76,false,"glow",""
ravikatiyar162__card_24,animation,framer-motion,hover,false,false,true,false,false,false,false,false,true,false,true,false,true,low,low,low,true,true,false,false,79,false,"attention",""
ravikatiyar162__card_26,animation,framer-motion,hover,false,false,true,false,false,false,false,false,true,false,false,false,true,low,low,low,true,true,false,false,73,false,"bounce;spring;attention",""
ravikatiyar162__card_5,animation,framer-motion,entrance,false,false,false,true,false,false,false,true,true,false,false,false,true,low,low,low,true,true,false,false,115,false,"stagger",""
